TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,PUBLICO_TOTAL,PAIS_OBRA,Contagem,TIPO_OBRA,Publico_Total,TITULO_ORIGINAL,PUBLICO_TOTAL,PUBLICO_NIVEL,TITULO_ORIGINAL,RENDA_TOTAL,TITULO_ORIGINAL,DATA_LANCAMENTO_OBRA,MES_LANCAMENTO,RAZAO_SOCIAL_DISTRIBUIDORA,NOME_DISTRIBUIDORA
,,,,,,,,GLASS,1365681,Alto,GLASS,,GLASS,2019-01-17,1,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD,3944408,Alto,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD,,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD,2019-01-17,1,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,PLACE PUBLIQUE,3425,Alto,PLACE PUBLIQUE,,PLACE PUBLIQUE,2019-01-17,1,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,THE UPSIDE,19084,Alto,THE UPSIDE,,THE UPSIDE,2019-01-17,1,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,AMA-SAN,1717,Alto,AMA-SAN,,AMA-SAN,2019-01-10,1,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,BRETZ
,,,,,,,,MANBIKI KAZOKU,60256,Alto,MANBIKI KAZOKU,,MANBIKI KAZOKU,2019-01-10,1,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,MORTAL ENGINES,331324,Alto,MORTAL ENGINES,,MORTAL ENGINES,2019-01-10,1,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,SPIDER-MAN: INTO THE SPIDER-VERSE,2059689,Alto,SPIDER-MAN: INTO THE SPIDER-VERSE,,SPIDER-MAN: INTO THE SPIDER-VERSE,2019-01-10,1,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THE WIFE,170609,Alto,THE WIFE,,THE WIFE,2019-01-10,1,RJ DISTRIBUIDORA DE FILMES LTDA,RJ
,,,,,,,,YARA,2327,Alto,YARA,,YARA,2019-01-10,1,ZETA FILMES LTDA,ZETA
,,,,,,,,DRAGON BALL SUPER: BROLY,1293065,Alto,DRAGON BALL SUPER: BROLY,,DRAGON BALL SUPER: BROLY,2019-01-03,1,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,HEILSTATTEN,108975,Alto,HEILSTATTEN,,HEILSTATTEN,2019-01-03,1,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,LIZZIE,11001,Alto,LIZZIE,,LIZZIE,2019-01-03,1,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,NOS BATAILLES,10020,Alto,NOS BATAILLES,,NOS BATAILLES,2019-01-03,1,VITRINE FILMES LTDA,VITRINE
,,,,,,,,RALPH BREAKS THE INTERNET,4399733,Alto,RALPH BREAKS THE INTERNET,,RALPH BREAKS THE INTERNET,2019-01-03,1,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,WELDI,7955,Alto,WELDI,,WELDI,2019-01-03,1,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,DEN SKYLDIGE,45592,Alto,DEN SKYLDIGE,,DEN SKYLDIGE,2018-12-27,12,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,"DON'T WORRY, HE WON'T GET FAR ON FOOT",21441,Alto,"DON'T WORRY, HE WON'T GET FAR ON FOOT",,"DON'T WORRY, HE WON'T GET FAR ON FOOT",2018-12-27,12,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,ONCE UPON A DEADPOOL,25286,Alto,ONCE UPON A DEADPOOL,,ONCE UPON A DEADPOOL,2018-12-27,12,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,ONCE UPON A DEADPOOL,2,Baixo,ONCE UPON A DEADPOOL,,ONCE UPON A DEADPOOL,2018-12-27,12,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,THE CAKEMAKER,35402,Alto,THE CAKEMAKER,,THE CAKEMAKER,2018-12-27,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,BUMBLEBEE,1604485,Alto,BUMBLEBEE,,BUMBLEBEE,2018-12-25,12,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,EXCELENTÍSSIMOS,2210,Alto,EXCELENTÍSSIMOS,,EXCELENTÍSSIMOS,2018-12-22,12,VITRINE FILMES LTDA,VITRINE
,,,,,,,,IL COLORE NASCOSTO DELLE COSE,38,Baixo,IL COLORE NASCOSTO DELLE COSE,,IL COLORE NASCOSTO DELLE COSE,2018-12-22,12,ARTEPLEX DISTRIBUIDORA LTDA,ARTEPLEX
,,,,,,,,IL COLORE NASCOSTO DELLE COSE,12758,Alto,IL COLORE NASCOSTO DELLE COSE,,IL COLORE NASCOSTO DELLE COSE,2018-12-22,12,CIRCUITO CINEARTE LTDA,CIRCUITO
,,,,,,,,APRENDER A LER PRA ENSINAR MEUS CAMARADAS,37,Baixo,APRENDER A LER PRA ENSINAR MEUS CAMARADAS,,APRENDER A LER PRA ENSINAR MEUS CAMARADAS,2018-12-20,12,GRIOT PRODUCOES CINEMATOGRAFICAS LTDA,GRIOT
,,,,,,,,ASAKO I & II,3757,Alto,ASAKO I & II,,ASAKO I & II,2018-12-20,12,ZETA FILMES LTDA,ZETA
,,,,,,,,DIÁRIO DA GREVE,8,Baixo,DIÁRIO DA GREVE,,DIÁRIO DA GREVE,2018-12-20,12,GRIOT PRODUCOES CINEMATOGRAFICAS LTDA,GRIOT
,,,,,,,,MARY POPPINS RETURNS,387232,Alto,MARY POPPINS RETURNS,,MARY POPPINS RETURNS,2018-12-20,12,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,O ANIMAL SONHADO,117,Baixo,O ANIMAL SONHADO,,O ANIMAL SONHADO,2018-12-20,12,OLHAR DISTRIBUICAO DE FILMES LTDA,OLHAR
,,,,,,,,"PLAIRE, AIMER ET COURIR VITE",10047,Alto,"PLAIRE, AIMER ET COURIR VITE",,"PLAIRE, AIMER ET COURIR VITE",2018-12-20,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,AQUAMAN,8498981,Alto,AQUAMAN,,AQUAMAN,2018-12-13,12,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,COLETTE,50569,Alto,COLETTE,,COLETTE,2018-12-13,12,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,MINAS DO FUTEBOL,41,Baixo,MINAS DO FUTEBOL,,MINAS DO FUTEBOL,2018-12-13,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,NOTHING LIKE A DAME,12433,Alto,NOTHING LIKE A DAME,,NOTHING LIKE A DAME,2018-12-13,12,OMF SERVICOS & CONSULTORIA LTDA,OMF
,,,,,,,,O AVENTAL ROSA,126,Baixo,O AVENTAL ROSA,,O AVENTAL ROSA,2018-12-12,12,ACCORDE FILMES LTDA.,ACCORDE
,,,,,,,,NOVA AMSTERDAM,608,Alto,NOVA AMSTERDAM,,NOVA AMSTERDAM,2018-12-08,12,EDSON SOARES DO NASCIMENTO ME,EDSON
,,,,,,,,CHARMING,239625,Alto,CHARMING,,CHARMING,2018-12-06,12,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,CÂMARA DE ESPELHOS,1394,Alto,CÂMARA DE ESPELHOS,,CÂMARA DE ESPELHOS,2018-12-06,12,INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME,INQUIETA
,,,,,,,,LIFE ITSELF,85548,Alto,LIFE ITSELF,,LIFE ITSELF,2018-12-06,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,MALICIOUS,191076,Alto,MALICIOUS,,MALICIOUS,2018-12-06,12,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,MARIA BY CALLAS,19126,Alto,MARIA BY CALLAS,,MARIA BY CALLAS,2018-12-06,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,MEU TRICOLOR DE AÇO,9668,Alto,MEU TRICOLOR DE AÇO,,MEU TRICOLOR DE AÇO,2018-12-06,12,LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.,LUZ
,,,,,,,,THE HATE U GIVE,4611,Alto,THE HATE U GIVE,,THE HATE U GIVE,2018-12-06,12,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,HENFIL,2482,Alto,HENFIL,,HENFIL,2018-12-01,12,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,O2
,,,,,,,,A ÚLTIMA CHANCE,96,Baixo,A ÚLTIMA CHANCE,,A ÚLTIMA CHANCE,2018-11-30,11,CANNES PRODUÇÕES S/A,CANNES
,,,,,,,,AN ORDINARY MAN,40454,Alto,AN ORDINARY MAN,,AN ORDINARY MAN,2018-11-29,11,A2 DISTRIBUIDORA DE FILMES LTDA EPP,A2
,,,,,,,,GASPARD VA AU MARIAGE,2515,Alto,GASPARD VA AU MARIAGE,,GASPARD VA AU MARIAGE,2018-11-29,11,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,BONFILM
,,,,,,,,INSTANT FAMILY,328308,Alto,INSTANT FAMILY,,INSTANT FAMILY,2018-11-29,11,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,ROBIN HOOD,900608,Alto,ROBIN HOOD,,ROBIN HOOD,2018-11-29,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,THE POSSESSION OF HANNAH GRACE,439110,Alto,THE POSSESSION OF HANNAH GRACE,,THE POSSESSION OF HANNAH GRACE,2018-11-29,11,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,UTØYA 22. JULI,1768,Alto,UTØYA 22. JULI,,UTØYA 22. JULI,2018-11-29,11,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,WIDOWS,149291,Alto,WIDOWS,,WIDOWS,2018-11-29,11,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,A BOY CALLED PO,1533,Alto,A BOY CALLED PO,,A BOY CALLED PO,2018-11-22,11,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,CINEMATOGRÁFICA
,,,,,,,,A VOZ DO SILÊNCIO,3195,Alto,A VOZ DO SILÊNCIO,,A VOZ DO SILÊNCIO,2018-11-22,11,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
,,,,,,,,BLACKKKLANSMAN,205806,Alto,BLACKKKLANSMAN,,BLACKKKLANSMAN,2018-11-22,11,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,DÊ LEMBRANÇAS A TODOS,829,Alto,DÊ LEMBRANÇAS A TODOS,,DÊ LEMBRANÇAS A TODOS,2018-11-22,11,MAFF DISTRIBUICAO E COMERCIALIZACAO DE FILMES E OBRAS CULTURAIS LTDA,MAFF
,,,,,,,,FINAL SCORE,50672,Alto,FINAL SCORE,,FINAL SCORE,2018-11-22,11,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,HELL FEST,199397,Alto,HELL FEST,,HELL FEST,2018-11-22,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,O FANTÁSTICO PATINHO FEIO,596,Alto,O FANTÁSTICO PATINHO FEIO,,O FANTÁSTICO PATINHO FEIO,2018-11-22,11,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
,,,,,,,,SLAM: VOZ DE LEVANTE,748,Alto,SLAM: VOZ DE LEVANTE,,SLAM: VOZ DE LEVANTE,2018-11-22,11,PAGU DISTRIBUICAO DE FILMES LTDA.,PAGU
,,,,,,,,ISTO (NÃO) É UM ASSALTO,1067,Alto,ISTO (NÃO) É UM ASSALTO,,ISTO (NÃO) É UM ASSALTO,2018-11-21,11,KINOPUS AUDIOVISUAL LTDA - ME,KINOPUS
,,,,,,,,AN INTERVIEW WITH GOD,192745,Alto,AN INTERVIEW WITH GOD,,AN INTERVIEW WITH GOD,2018-11-15,11,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,BURNING,14424,Alto,BURNING,,BURNING,2018-11-15,11,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,CARVANA,711,Alto,CARVANA,,CARVANA,2018-11-15,11,MAC COMUNICAÇÃO E PRODUÇÃO LTDA,MAC
,,,,,,,,FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD,3549158,Alto,FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD,,FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD,2018-11-15,11,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,FILME PAISAGEM - UM OLHAR SOBRE ROBERTO BURLE MARX,2182,Alto,FILME PAISAGEM - UM OLHAR SOBRE ROBERTO BURLE MARX,,FILME PAISAGEM - UM OLHAR SOBRE ROBERTO BURLE MARX,2018-11-15,11,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
,,,,,,,,LEAN ON PETE,3715,Alto,LEAN ON PETE,,LEAN ON PETE,2018-11-15,11,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,LETO,2242,Alto,LETO,,LETO,2018-11-15,11,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,PUZZLE,9224,Alto,PUZZLE,,PUZZLE,2018-11-15,11,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,SUEÑO FLORIANÓPOLIS,4127,Alto,SUEÑO FLORIANÓPOLIS,,SUEÑO FLORIANÓPOLIS,2018-11-15,11,VITRINE FILMES LTDA,VITRINE
,,,,,,,,SUPER ORQUESTRA ARCOVERDENSE DE RITMOS AMERICANOS,341,Baixo,SUPER ORQUESTRA ARCOVERDENSE DE RITMOS AMERICANOS,,SUPER ORQUESTRA ARCOVERDENSE DE RITMOS AMERICANOS,2018-11-15,11,INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME,INQUIETA
,,,,,,,,A MISTERIOSA MORTE DE PÉROLA,157,Baixo,A MISTERIOSA MORTE DE PÉROLA,,A MISTERIOSA MORTE DE PÉROLA,2018-11-08,11,EMBAUBA FILMES LTDA,EMBAUBA
,,,,,,,,BLITZ,264,Baixo,BLITZ,,BLITZ,2018-11-08,11,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,HAPPY HOUR,3200,Alto,HAPPY HOUR,,HAPPY HOUR,2018-11-08,11,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
,,,,,,,,LA PRIÈRE,4102,Alto,LA PRIÈRE,,LA PRIÈRE,2018-11-08,11,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,LA RAGAZZA NELLA NEBBIA,4144,Alto,LA RAGAZZA NELLA NEBBIA,,LA RAGAZZA NELLA NEBBIA,2018-11-08,11,A2 DISTRIBUIDORA DE FILMES LTDA EPP,A2
,,,,,,,,MOACIR,375,Baixo,MOACIR,,MOACIR,2018-11-08,11,MIRAÇÃO FILMES LTDA,MIRAÇÃO
,,,,,,,,MUSEO,12800,Alto,MUSEO,,MUSEO,2018-11-08,11,OMF SERVICOS & CONSULTORIA LTDA,OMF
,,,,,,,,ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE,3854,Alto,ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE,,ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE,2018-11-08,11,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
,,,,,,,,OVERLORD,197350,Alto,OVERLORD,,OVERLORD,2018-11-08,11,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,PARQUELÂNDIA,239,Baixo,PARQUELÂNDIA,,PARQUELÂNDIA,2018-11-08,11,PARLATÓRIO PRODUÇÕES LTDA ME,PARLATÓRIO
,,,,,,,,THE GIRL IN THE SPIDER´S WEB,192596,Alto,THE GIRL IN THE SPIDER´S WEB,,THE GIRL IN THE SPIDER´S WEB,2018-11-08,11,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THE GRINCH,1506206,Alto,THE GRINCH,,THE GRINCH,2018-11-08,11,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,WIEZA. JASNY DZIEN.,1040,Alto,WIEZA. JASNY DZIEN.,,WIEZA. JASNY DZIEN.,2018-11-08,11,ZETA FILMES LTDA,ZETA
,,,,,,,,BOHEMIAN RHAPSODY,720559,Alto,BOHEMIAN RHAPSODY,,BOHEMIAN RHAPSODY,2018-11-01,11,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,JOHNNY ENGLISH STRIKES AGAIN,122473,Alto,JOHNNY ENGLISH STRIKES AGAIN,,JOHNNY ENGLISH STRIKES AGAIN,2018-11-01,11,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,"MY NAME IS NOW, ELZA SOARES",2836,Alto,"MY NAME IS NOW, ELZA SOARES",,"MY NAME IS NOW, ELZA SOARES",2018-11-01,11,"IT FILMES, COMUNICAÇÃO E ENTRETENIMENTO LTDA",IT
,,,,,,,,THE HOUSE THAT JACK BUILT,24826,Alto,THE HOUSE THAT JACK BUILT,,THE HOUSE THAT JACK BUILT,2018-11-01,11,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,THE NUTCRACKER AND THE FOUR REALMS,851592,Alto,THE NUTCRACKER AND THE FOUR REALMS,,THE NUTCRACKER AND THE FOUR REALMS,2018-11-01,11,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,CRAZY RICH ASIANS,41569,Alto,CRAZY RICH ASIANS,,CRAZY RICH ASIANS,2018-10-25,10,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,GUEULE D’ANGE,6869,Alto,GUEULE D’ANGE,,GUEULE D’ANGE,2018-10-25,10,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,HALLOWEEN,1120846,Alto,HALLOWEEN,,HALLOWEEN,2018-10-25,10,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,HUNTER KILLER,220193,Alto,HUNTER KILLER,,HUNTER KILLER,2018-10-25,10,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,LUIS AND THE ALIENS,52177,Alto,LUIS AND THE ALIENS,,LUIS AND THE ALIENS,2018-10-25,10,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,A ÚLTIMA ABOLIÇÃO,3670,Alto,A ÚLTIMA ABOLIÇÃO,,A ÚLTIMA ABOLIÇÃO,2018-10-18,10,PIPOCA PRODUÇÕES E DISTRIBUIÇÃO ARTÍSTICAS LTDA ME,PIPOCA
,,,,,,,,DIANE A LES EPAULES,1900,Alto,DIANE A LES EPAULES,,DIANE A LES EPAULES,2018-10-18,10,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,BONFILM
,,,,,,,,FIRST MAN,299778,Alto,FIRST MAN,,FIRST MAN,2018-10-18,10,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,INCIDENT IN A GHOSTLAND,226346,Alto,INCIDENT IN A GHOSTLAND,,INCIDENT IN A GHOSTLAND,2018-10-18,10,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,ME ESTÁS MATANDO SUSANA,9596,Alto,ME ESTÁS MATANDO SUSANA,,ME ESTÁS MATANDO SUSANA,2018-10-18,10,A2 DISTRIBUIDORA DE FILMES LTDA EPP,A2
,,,,,,,,PEPPERMINT,87722,Alto,PEPPERMINT,,PEPPERMINT,2018-10-18,10,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,TAMARA,1207,Alto,TAMARA,,TAMARA,2018-10-18,10,LANCA DISTRIBUIDORA DE FILMES LTDA,LANCA
,,,,,,,,A STAR IS BORN,1436213,Alto,A STAR IS BORN,,A STAR IS BORN,2018-10-11,10,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,AMANHÃ CHEGOU,709,Alto,AMANHÃ CHEGOU,,AMANHÃ CHEGOU,2018-10-11,10,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
,,,,,,,,CINDERELLA AND THE SECRET PRINCE,88063,Alto,CINDERELLA AND THE SECRET PRINCE,,CINDERELLA AND THE SECRET PRINCE,2018-10-11,10,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,EGY NAP,6403,Alto,EGY NAP,,EGY NAP,2018-10-11,10,ZETA FILMES LTDA,ZETA
,,,,,,,,FILGIA MIA,8557,Alto,FILGIA MIA,,FILGIA MIA,2018-10-11,10,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,GOOSEBUMPS 2: HAUNTED HALLOWEEN,337975,Alto,GOOSEBUMPS 2: HAUNTED HALLOWEEN,,GOOSEBUMPS 2: HAUNTED HALLOWEEN,2018-10-11,10,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,BLINDSPOTTING,3690,Alto,BLINDSPOTTING,,BLINDSPOTTING,2018-10-04,10,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,DIE UNSICHTBAREN,7125,Alto,DIE UNSICHTBAREN,,DIE UNSICHTBAREN,2018-10-04,10,A2 DISTRIBUIDORA DE FILMES LTDA EPP,A2
,,,,,,,,EL FUTURO QUE VIENE,6212,Alto,EL FUTURO QUE VIENE,,EL FUTURO QUE VIENE,2018-10-04,10,OMF SERVICOS & CONSULTORIA LTDA,OMF
,,,,,,,,"JULIET, NAKED",9619,Alto,"JULIET, NAKED",,"JULIET, NAKED",2018-10-04,10,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,PAPILLON,53155,Alto,PAPILLON,,PAPILLON,2018-10-04,10,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,VENOM,4599547,Alto,VENOM,,VENOM,2018-10-04,10,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,A FÁBRICA DE NADA,1738,Alto,A FÁBRICA DE NADA,,A FÁBRICA DE NADA,2018-09-27,9,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,A SIMPLE FAVOR,140860,Alto,A SIMPLE FAVOR,,A SIMPLE FAVOR,2018-09-27,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,LA NOCHE DE 12 AÑOS,79304,Alto,LA NOCHE DE 12 AÑOS,,LA NOCHE DE 12 AÑOS,2018-09-27,9,VITRINE FILMES LTDA,VITRINE
,,,,,,,,MARCHA CEGA,900,Alto,MARCHA CEGA,,MARCHA CEGA,2018-09-27,9,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
,,,,,,,,SAMSON,30269,Alto,SAMSON,,SAMSON,2018-09-27,9,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,SMALLFOOT,1508680,Alto,SMALLFOOT,,SMALLFOOT,2018-09-27,9,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,THE FIRST PURGE,150746,Alto,THE FIRST PURGE,,THE FIRST PURGE,2018-09-27,9,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,THE HAPPYTIME MURDERS,738,Alto,THE HAPPYTIME MURDERS,,THE HAPPYTIME MURDERS,2018-09-27,9,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,THE HEALER,343571,Alto,THE HEALER,,THE HEALER,2018-09-27,9,LAERCIO BOGNAR ANTONIO EIRELI,LAERCIO
,,,,,,,,"BEDOUNE TARIKH, BEDOUNE EMZA",12711,Alto,"BEDOUNE TARIKH, BEDOUNE EMZA",,"BEDOUNE TARIKH, BEDOUNE EMZA",2018-09-20,9,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,HOUSE WITH A CLOCK IN ITS WALLS,374926,Alto,HOUSE WITH A CLOCK IN ITS WALLS,,HOUSE WITH A CLOCK IN ITS WALLS,2018-09-20,9,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,UNIVERSAL
,,,,,,,,LE RETOUR DU HÉROS,18099,Alto,LE RETOUR DU HÉROS,,LE RETOUR DU HÉROS,2018-09-20,9,A2 DISTRIBUIDORA DE FILMES LTDA EPP,A2
,,,,,,,,MILE 22,129932,Alto,MILE 22,,MILE 22,2018-09-20,9,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,,,,,SALTO NO VAZIO,124,Baixo,SALTO NO VAZIO,,SALTO NO VAZIO,2018-09-20,9,CAVIDEO PRODUÇÕES COMÉRCIO E LOCAÇÃO DE FILMES LTDA,CAVIDEO
,,,,,,,,SEARCHING,218013,Alto,SEARCHING,,SEARCHING,2018-09-20,9,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,TRAFFIK,2404,Alto,TRAFFIK,,TRAFFIK,2018-09-20,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,UNA QUESTIONE PRIVATA,11187,Alto,UNA QUESTIONE PRIVATA,,UNA QUESTIONE PRIVATA,2018-09-20,9,OMF SERVICOS & CONSULTORIA LTDA,OMF
,,,,,,,,BOUNDARIES,12246,Alto,BOUNDARIES,,BOUNDARIES,2018-09-13,9,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,CAMOCIM,1627,Alto,CAMOCIM,,CAMOCIM,2018-09-13,9,VITRINE FILMES LTDA,VITRINE
,,,,,,,,CARNIVORES,1692,Alto,CARNIVORES,,CARNIVORES,2018-09-13,9,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,BONFILM
,,,,,,,,FANTASTICA,51505,Alto,FANTASTICA,,FANTASTICA,2018-09-13,9,LANCA DISTRIBUIDORA DE FILMES LTDA,LANCA
,,,,,,,,HOTEL ARTEMIS,23575,Alto,HOTEL ARTEMIS,,HOTEL ARTEMIS,2018-09-13,9,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
